Torneo|Tipo|Superficie|Round|NÃºmero sets|Jugador1|Jugador2|Ganador|Marcadores
U.S. Men's Clay Court Championships|ATP250|Clay|1st Round|3|Ouanna J.|Smyczek T.|Smyczek T.|1-6 2-6   
U.S. Men's Clay Court Championships|ATP250|Clay|1st Round|3|Cipolla F.|Arguello F.|Cipolla F.|4-6 6-4 7-5  
U.S. Men's Clay Court Championships|ATP250|Clay|1st Round|3|Melzer G.|Lorenzi P.|Lorenzi P.|2-6 2-6   
U.S. Men's Clay Court Championships|ATP250|Clay|1st Round|3|Ginepri R.|Russell M.|Ginepri R.|6-2 6-2   
U.S. Men's Clay Court Championships|ATP250|Clay|1st Round|3|Levine J.|Berankis R.|Berankis R.|7-6 5-7 4-6  
U.S. Men's Clay Court Championships|ATP250|Clay|1st Round|3|Sock J.|Klahn B.|Sock J.|7-6 6-3   
U.S. Men's Clay Court Championships|ATP250|Clay|1st Round|3|Johnson S.|Verdasco F.|Verdasco F.|6-7 2-6   
U.S. Men's Clay Court Championships|ATP250|Clay|1st Round|3|Isner J.|Harrison R.|Isner J.|7-6 6-4   
U.S. Men's Clay Court Championships|ATP250|Clay|1st Round|3|Devvarman S.|Ramirez-Hidalgo R.|Ramirez-Hidalgo R.|6-7 0-6   
U.S. Men's Clay Court Championships|ATP250|Clay|1st Round|3|Alund M.|Hewitt L.|Alund M.|4-6 6-3 6-1  
U.S. Men's Clay Court Championships|ATP250|Clay|2nd Round|3|Cipolla F.|Lorenzi P.|Lorenzi P.|6-7 1-6   
U.S. Men's Clay Court Championships|ATP250|Clay|2nd Round|3|Ramirez-Hidalgo R.|Verdasco F.|Ramirez-Hidalgo R.|6-3 6-2   
U.S. Men's Clay Court Championships|ATP250|Clay|2nd Round|3|Sock J.|Isner J.|Isner J.|5-7 7-6 6-7  
U.S. Men's Clay Court Championships|ATP250|Clay|2nd Round|3|Almagro N.|Monfils G.|Almagro N.|2-6 6-0 6-3  
U.S. Men's Clay Court Championships|ATP250|Clay|2nd Round|3|Alund M.|Ginepri R.|Ginepri R.|2-6 6-4 4-6  
U.S. Men's Clay Court Championships|ATP250|Clay|2nd Round|3|Berankis R.|Haas T.|Berankis R.|6-3 6-3   
U.S. Men's Clay Court Championships|ATP250|Clay|2nd Round|3|Smyczek T.|Monaco J.|Monaco J.|6-7 1-6   
U.S. Men's Clay Court Championships|ATP250|Clay|Quarterfinals|3|Williams R.|Ramirez-Hidalgo R.|Williams R.|7-6 1-6 6-4  
U.S. Men's Clay Court Championships|ATP250|Clay|Quarterfinals|3|Lorenzi P.|Almagro N.|Almagro N.|4-6 4-6   
U.S. Men's Clay Court Championships|ATP250|Clay|Quarterfinals|3|Isner J.|Berankis R.|Isner J.|6-3 3-6 6-3  
U.S. Men's Clay Court Championships|ATP250|Clay|Quarterfinals|3|Ginepri R.|Monaco J.|Monaco J.|1-6 0-6   
U.S. Men's Clay Court Championships|ATP250|Clay|Semifinals|3|Almagro N.|Williams R.|Almagro N.|6-2 6-1   
U.S. Men's Clay Court Championships|ATP250|Clay|Semifinals|3|Monaco J.|Isner J.|Isner J.|6-1 4-6 4-6  
U.S. Men's Clay Court Championships|ATP250|Clay|The Final|3|Isner J.|Almagro N.|Isner J.|6-3 7-5   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Bellucci T.|Kohlschreiber P.|Kohlschreiber P.|4-6 2-6   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Dolgopolov O.|Tomic B.|Dolgopolov O.|6-2 6-4   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Malisse X.|Dimitrov G.|Dimitrov G.|3-6 2-6   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Nieminen J.|Troicki V.|Nieminen J.|6-1 6-2   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Dodig I.|Paire B.|Paire B.|4-6 4-6   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Davydenko N.|Brands D.|Davydenko N.|6-3 6-4   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Simon G.|Bautista R.|Bautista R.|3-6 6-7   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Andujar P.|Chardy J.|Andujar P.|6-7 7-5 6-2  
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Haase R.|Roger-Vasselin E.|Roger-Vasselin E.|3-6 2-6   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Fognini F.|Seppi A.|Fognini F.|3-6 6-4 6-4  
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Benneteau J.|Raonic M.|Raonic M.|1-6 4-6   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Youzhny M.|Gimeno-Traver D.|Youzhny M.|6-4 6-0   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Zeballos H.|Cilic M.|Cilic M.|2-6 7-6 2-6  
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Matosevic M.|Verdasco F.|Matosevic M.|7-5 6-3   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Stepanek R.|Ramos A.|Ramos A.|3-6 3-6   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Wawrinka S.|Istomin D.|Wawrinka S.|6-3 7-5   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Balleret B.|Mayer F.|Mayer F.|7-5 1-6 2-6  
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Granollers M.|Hanescu V.|Granollers M.|6-7 6-3 6-1  
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Janowicz J.|Anderson K.|Anderson K.|5-7 6-7   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Melzer J.|Huta Galung J.|Melzer J.|1-6 6-3 6-2  
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Monfils G.|Montanes A.|Montanes A.|2-6 6-2 4-6  
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Monaco J.|Klizan M.|Monaco J.|6-4 6-0   
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Goffin D.|Almagro N.|Almagro N.|6-2 1-6 3-6  
Monte Carlo Masters|Masters 1000|Clay|1st Round|3|Gulbis E.|Isner J.|Gulbis E.|4-6 6-2 6-3  
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Tipsarevic J.|Dimitrov G.|Dimitrov G.|6-7 1-6   
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Gasquet R.|Paire B.|Gasquet R.|6-1 3-6 6-1  
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Andujar P.|Kohlschreiber P.|Kohlschreiber P.|2-6 6-2 6-7  
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Tsonga J.W.|Davydenko N.|Tsonga J.W.|7-6 6-2   
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Dolgopolov O.|Del Potro J.M.|Del Potro J.M.|6-1 4-6 3-6  
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Berdych T.|Granollers M.|Berdych T.|7-5 6-4   
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Raonic M.|Nieminen J.|Nieminen J.|3-6 6-1 6-7  
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Mayer F.|Bautista R.|Mayer F.|5-7 6-4 6-4  
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Anderson K.|Cilic M.|Cilic M.|2-6 3-6   
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Nadal R.|Matosevic M.|Nadal R.|6-1 6-2   
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Ramos A.|Fognini F.|Fognini F.|3-6 5-7   
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Wawrinka S.|Montanes A.|Wawrinka S.|6-1 6-1   
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Youzhny M.|Djokovic N.|Djokovic N.|6-4 1-6 4-6  
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Melzer J.|Almagro N.|Melzer J.|6-4 6-2   
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Gulbis E.|Monaco J.|Monaco J.|0-6 6-3 3-6  
Monte Carlo Masters|Masters 1000|Clay|2nd Round|3|Murray A.|Roger-Vasselin E.|Murray A.|6-1 6-4   
Monte Carlo Masters|Masters 1000|Clay|3rd Round|3|Berdych T.|Fognini F.|Fognini F.|4-6 2-6   
Monte Carlo Masters|Masters 1000|Clay|3rd Round|3|Tsonga J.W.|Melzer J.|Tsonga J.W.|6-3 6-0   
Monte Carlo Masters|Masters 1000|Clay|3rd Round|3|Kohlschreiber P.|Nadal R.|Nadal R.|2-6 4-6   
Monte Carlo Masters|Masters 1000|Clay|3rd Round|3|Dimitrov G.|Mayer F.|Dimitrov G.|6-2 6-4   
Monte Carlo Masters|Masters 1000|Clay|3rd Round|3|Cilic M.|Gasquet R.|Gasquet R.|5-7 4-6   
Monte Carlo Masters|Masters 1000|Clay|3rd Round|3|Wawrinka S.|Murray A.|Wawrinka S.|6-1 6-2   
Monte Carlo Masters|Masters 1000|Clay|3rd Round|3|Monaco J.|Djokovic N.|Djokovic N.|6-4 2-6 2-6  
Monte Carlo Masters|Masters 1000|Clay|3rd Round|3|Nieminen J.|Del Potro J.M.|Nieminen J.|6-4 4-6 7-6  
Monte Carlo Masters|Masters 1000|Clay|Quarterfinals|3|Wawrinka S.|Tsonga J.W.|Tsonga J.W.|6-2 3-6 4-6  
Monte Carlo Masters|Masters 1000|Clay|Quarterfinals|3|Nadal R.|Dimitrov G.|Nadal R.|6-2 2-6 6-4  
Monte Carlo Masters|Masters 1000|Clay|Quarterfinals|3|Gasquet R.|Fognini F.|Fognini F.|6-7 2-6   
Monte Carlo Masters|Masters 1000|Clay|Quarterfinals|3|Djokovic N.|Nieminen J.|Djokovic N.|6-4 6-3   
Monte Carlo Masters|Masters 1000|Clay|Semifinals|3|Tsonga J.W.|Nadal R.|Nadal R.|3-6 6-7   
Monte Carlo Masters|Masters 1000|Clay|Semifinals|3|Djokovic N.|Fognini F.|Djokovic N.|6-2 6-1   
Monte Carlo Masters|Masters 1000|Clay|The Final|3|Nadal R.|Djokovic N.|Djokovic N.|2-6 6-7   
Open Banco Sabadell|ATP500|Clay|1st Round|3|Dodig I.|Bedene A.|Dodig I.|6-7 6-3 6-2  
Open Banco Sabadell|ATP500|Clay|1st Round|3|Sijsling I.|Kuznetsov An.|Kuznetsov An.|1-6 3-6   
Open Banco Sabadell|ATP500|Clay|1st Round|3|Lorenzi P.|Rufin G.|Lorenzi P.|6-4 6-2   
Open Banco Sabadell|ATP500|Clay|1st Round|3|Haase R.|Carreno-Busta P.|Carreno-Busta P.|1-6 6-2 6-7  
Open Banco Sabadell|ATP500|Clay|1st Round|3|Gulbis E.|Stepanek R.|Gulbis E.|7-6 6-2   
Open Banco Sabadell|ATP500|Clay|1st Round|3|Istomin D.|Tursunov D.|Tursunov D.|3-6 4-6   
Open Banco Sabadell|ATP500|Clay|1st Round|3|Olaso G.|Granollers G.|Olaso G.|6-4 1-6 6-4  
Open Banco Sabadell|ATP500|Clay|1st Round|3|Berankis R.|Montanes A.|Montanes A.|4-6 3-6   
Open Banco Sabadell|ATP500|Clay|1st Round|3|Davydenko N.|Carballes Baena R.|Davydenko N.|6-1 6-4   
Open Banco Sabadell|ATP500|Clay|1st Round|3|Zemlja G.|Andujar P.|Andujar P.|7-6 6-7 2-6  
Open Banco Sabadell|ATP500|Clay|1st Round|3|Berlocq C.|Gimeno-Traver D.|Berlocq C.|7-5 6-4   
Open Banco Sabadell|ATP500|Clay|1st Round|3|Hajek J.|Roger-Vasselin E.|Roger-Vasselin E.|2-6 7-6 2-6  
Open Banco Sabadell|ATP500|Clay|1st Round|3|Tomic B.|De Schepper K.|Tomic B.|6-4 4-6 6-2  
Open Banco Sabadell|ATP500|Clay|1st Round|3|Falla A.|Kavcic B.|Kavcic B.|3-6 0-6   
Open Banco Sabadell|ATP500|Clay|1st Round|3|Ramos A.|Struff J.L.|Ramos A.|6-4 7-6   
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Verdasco F.|Gulbis E.|Gulbis E.|3-6 4-6   
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Kohlschreiber P.|Kuznetsov An.|Kohlschreiber P.|6-3 6-7 7-6  
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Davydenko N.|Berdych T.|Berdych T.|6-3 5-7 4-6  
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Chardy J.|Lorenzi P.|Chardy J.|6-2 6-4   
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Olaso G.|Nishikori K.|Nishikori K.|1-6 3-6   
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Bellucci T.|Carreno-Busta P.|Bellucci T.|6-7 6-3 7-5  
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Dimitrov G.|Robredo T.|Robredo T.|5-7 1-6   
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Raonic M.|Roger-Vasselin E.|Raonic M.|6-4 6-2   
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Montanes A.|Klizan M.|Klizan M.|3-6 4-6   
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Tursunov D.|Ferrer D.|Tursunov D.|7-5 3-6 6-1  
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Tomic B.|Monaco J.|Monaco J.|0-6 2-6   
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Granollers M.|Kavcic B.|Granollers M.|6-3 6-1   
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Berlocq C.|Nadal R.|Nadal R.|4-6 2-6   
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Paire B.|Andujar P.|Paire B.|6-4 5-7 6-3  
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Dodig I.|Almagro N.|Almagro N.|1-6 5-7   
Open Banco Sabadell|ATP500|Clay|2nd Round|3|Ramos A.|Janowicz J.|Ramos A.|4-6 6-2 6-3  
Open Banco Sabadell|ATP500|Clay|3rd Round|3|Tursunov D.|Bellucci T.|Bellucci T.|6-4 1-6 3-6  
Open Banco Sabadell|ATP500|Clay|3rd Round|3|Monaco J.|Chardy J.|Monaco J.|6-0 7-6   
Open Banco Sabadell|ATP500|Clay|3rd Round|3|Granollers M.|Almagro N.|Almagro N.|3-6 4-6   
Open Banco Sabadell|ATP500|Clay|3rd Round|3|Kohlschreiber P.|Klizan M.|Kohlschreiber P.|1-6 7-6 7-6  
Open Banco Sabadell|ATP500|Clay|3rd Round|3|Paire B.|Nadal R.|Nadal R.|6-7 2-6   
Open Banco Sabadell|ATP500|Clay|3rd Round|3|Ramos A.|Nishikori K.|Ramos A.|6-4 7-6   
Open Banco Sabadell|ATP500|Clay|3rd Round|3|Gulbis E.|Raonic M.|Raonic M.|2-6 6-7   
Open Banco Sabadell|ATP500|Clay|3rd Round|3|Robredo T.|Berdych T.|Robredo T.|3-6 7-6 6-3  
Open Banco Sabadell|ATP500|Clay|Quarterfinals|3|Bellucci T.|Kohlschreiber P.|Kohlschreiber P.|    
Open Banco Sabadell|ATP500|Clay|Quarterfinals|3|Almagro N.|Monaco J.|Almagro N.|6-3 7-5   
Open Banco Sabadell|ATP500|Clay|Quarterfinals|3|Ramos A.|Nadal R.|Nadal R.|3-6 0-6   
Open Banco Sabadell|ATP500|Clay|Quarterfinals|3|Raonic M.|Robredo T.|Raonic M.|6-7 6-3 7-6  
Open Banco Sabadell|ATP500|Clay|Semifinals|3|Kohlschreiber P.|Almagro N.|Almagro N.|2-6 1-6   
Open Banco Sabadell|ATP500|Clay|Semifinals|3|Nadal R.|Raonic M.|Nadal R.|6-4 6-0   
Open Banco Sabadell|ATP500|Clay|The Final|3|Almagro N.|Nadal R.|Nadal R.|4-6 3-6   
BRD Nastase Tiriac Trophy|ATP250|Clay|1st Round|3|Brands D.|Ito T.|Brands D.|6-3 6-4   
BRD Nastase Tiriac Trophy|ATP250|Clay|1st Round|3|Ungur A.|Goffin D.|Goffin D.|3-6 1-6   
BRD Nastase Tiriac Trophy|ATP250|Clay|1st Round|3|Troicki V.|Matosevic M.|Troicki V.|7-6 6-3   
BRD Nastase Tiriac Trophy|ATP250|Clay|1st Round|3|Mathieu P.H.|Kamke T.|Kamke T.|1-6 3-6   
BRD Nastase Tiriac Trophy|ATP250|Clay|1st Round|3|Nieminen J.|Donskoy E.|Nieminen J.|1-6 6-4 7-6  
BRD Nastase Tiriac Trophy|ATP250|Clay|1st Round|3|Cipolla F.|Mayer F.|Mayer F.|0-6 6-7   
BRD Nastase Tiriac Trophy|ATP250|Clay|1st Round|3|Stakhovsky S.|Pospisil J.|Stakhovsky S.|6-2 6-2   
BRD Nastase Tiriac Trophy|ATP250|Clay|1st Round|3|Muller G.|Rosol L.|Rosol L.|6-7 2-6   
BRD Nastase Tiriac Trophy|ATP250|Clay|1st Round|3|Monfils G.|Volandri F.|Monfils G.|6-4 6-2   
BRD Nastase Tiriac Trophy|ATP250|Clay|1st Round|3|Zeballos H.|Garcia-Lopez G.|Garcia-Lopez G.|6-3 4-6 0-6  
BRD Nastase Tiriac Trophy|ATP250|Clay|1st Round|3|Giraldo S.|Malisse X.|Giraldo S.|6-1 6-2   
BRD Nastase Tiriac Trophy|ATP250|Clay|1st Round|3|Bachinger M.|Hanescu V.|Hanescu V.|4-6 3-6   
BRD Nastase Tiriac Trophy|ATP250|Clay|2nd Round|3|Rosol L.|Seppi A.|Rosol L.|6-1 3-6 6-3  
BRD Nastase Tiriac Trophy|ATP250|Clay|2nd Round|3|Kamke T.|Troicki V.|Troicki V.|4-6 2-6   
BRD Nastase Tiriac Trophy|ATP250|Clay|2nd Round|3|Simon G.|Nieminen J.|Simon G.|4-6 6-4 6-4  
BRD Nastase Tiriac Trophy|ATP250|Clay|2nd Round|3|Monfils G.|Brands D.|Brands D.|6-7 0-2   
BRD Nastase Tiriac Trophy|ATP250|Clay|2nd Round|3|Mayer F.|Goffin D.|Mayer F.|7-6 1-6 6-3  
BRD Nastase Tiriac Trophy|ATP250|Clay|2nd Round|3|Youzhny M.|Hanescu V.|Hanescu V.|4-6 3-6   
BRD Nastase Tiriac Trophy|ATP250|Clay|2nd Round|3|Garcia-Lopez G.|Stakhovsky S.|Garcia-Lopez G.|1-6 6-3 6-4  
BRD Nastase Tiriac Trophy|ATP250|Clay|2nd Round|3|Giraldo S.|Tipsarevic J.|Tipsarevic J.|3-6 3-6   
BRD Nastase Tiriac Trophy|ATP250|Clay|Quarterfinals|3|Simon G.|Brands D.|Simon G.|6-1 7-5   
BRD Nastase Tiriac Trophy|ATP250|Clay|Quarterfinals|3|Troicki V.|Rosol L.|Rosol L.|3-6 1-6   
BRD Nastase Tiriac Trophy|ATP250|Clay|Quarterfinals|3|Garcia-Lopez G.|Tipsarevic J.|Garcia-Lopez G.|6-3 3-6 6-4  
BRD Nastase Tiriac Trophy|ATP250|Clay|Quarterfinals|3|Hanescu V.|Mayer F.|Mayer F.|3-6 6-7   
BRD Nastase Tiriac Trophy|ATP250|Clay|Semifinals|3|Rosol L.|Simon G.|Rosol L.|6-2 6-3   
BRD Nastase Tiriac Trophy|ATP250|Clay|Semifinals|3|Mayer F.|Garcia-Lopez G.|Garcia-Lopez G.|4-6 6-4 3-6  
BRD Nastase Tiriac Trophy|ATP250|Clay|The Final|3|Rosol L.|Garcia-Lopez G.|Rosol L.|6-3 6-2   
BMW Open|ATP250|Clay|1st Round|3|Davydenko N.|Dodig I.|Dodig I.|4-6 4-6   
BMW Open|ATP250|Clay|1st Round|3|Brands D.|Kamke T.|Brands D.|5-7 6-4 6-3  
BMW Open|ATP250|Clay|1st Round|3|Mathieu P.H.|Tursunov D.|Tursunov D.|3-6 4-6   
BMW Open|ATP250|Clay|1st Round|3|Matosevic M.|Krawietz K.|Matosevic M.|6-2 6-4   
BMW Open|ATP250|Clay|1st Round|3|Nieminen J.|Gulbis E.|Gulbis E.|4-6 2-6   
BMW Open|ATP250|Clay|1st Round|3|Stepanek R.|Youzhny M.|Stepanek R.|6-4 5-7 6-4  
BMW Open|ATP250|Clay|1st Round|3|Millman J.|Zemlja G.|Zemlja G.|2-6 2-6   
BMW Open|ATP250|Clay|1st Round|3|Troicki V.|Bachinger M.|Troicki V.|6-3 6-2   
BMW Open|ATP250|Clay|1st Round|3|Kubot L.|Mayer F.|Mayer F.|6-7 6-4 5-7  
BMW Open|ATP250|Clay|1st Round|3|Dolgopolov O.|Stakhovsky S.|Dolgopolov O.|6-4 6-2   
BMW Open|ATP250|Clay|1st Round|3|Baghdatis M.|Korolev E.|Korolev E.|5-7 6-7   
BMW Open|ATP250|Clay|1st Round|3|Monfils G.|Melzer J.|Monfils G.|6-3 6-3   
BMW Open|ATP250|Clay|2nd Round|3|Cilic M.|Dodig I.|Dodig I.|4-6 2-6   
BMW Open|ATP250|Clay|2nd Round|3|Troicki V.|Stepanek R.|Troicki V.|6-4 6-4   
BMW Open|ATP250|Clay|2nd Round|3|Korolev E.|Kohlschreiber P.|Kohlschreiber P.|2-6 4-6   
BMW Open|ATP250|Clay|2nd Round|3|Dolgopolov O.|Tursunov D.|Dolgopolov O.|7-6 7-6   
BMW Open|ATP250|Clay|2nd Round|3|Matosevic M.|Mayer F.|Mayer F.|6-2 4-6 2-6  
BMW Open|ATP250|Clay|2nd Round|3|Haas T.|Gulbis E.|Haas T.|6-4 6-7 6-1  
BMW Open|ATP250|Clay|2nd Round|3|Zemlja G.|Tipsarevic J.|Tipsarevic J.|4-6 2-6   
BMW Open|ATP250|Clay|2nd Round|3|Brands D.|Monfils G.|Brands D.|6-3 3-6 6-0  
BMW Open|ATP250|Clay|Quarterfinals|3|Dolgopolov O.|Dodig I.|Dodig I.|4-6 4-6   
BMW Open|ATP250|Clay|Quarterfinals|3|Haas T.|Mayer F.|Haas T.|6-4 6-1   
BMW Open|ATP250|Clay|Quarterfinals|3|Troicki V.|Kohlschreiber P.|Kohlschreiber P.|3-6 6-7   
BMW Open|ATP250|Clay|Quarterfinals|3|Brands D.|Tipsarevic J.|Brands D.|6-3 4-6 6-4  
BMW Open|ATP250|Clay|Semifinals|3|Dodig I.|Haas T.|Haas T.|4-6 3-6   
BMW Open|ATP250|Clay|Semifinals|3|Kohlschreiber P.|Brands D.|Kohlschreiber P.|6-7 6-3 7-6  
BMW Open|ATP250|Clay|The Final|3|Kohlschreiber P.|Haas T.|Haas T.|3-6 6-7   
Portugal Open|ATP250|Clay|1st Round|3|Goffin D.|Sousa P.|Goffin D.|7-6 4-6 6-4  
Portugal Open|ATP250|Clay|1st Round|3|Donskoy E.|Istomin D.|Istomin D.|6-2 6-7 4-6  
Portugal Open|ATP250|Clay|1st Round|3|Paire B.|Sijsling I.|Paire B.|7-6 6-3   
Portugal Open|ATP250|Clay|1st Round|3|Muller G.|Roger-Vasselin E.|Roger-Vasselin E.|1-6    
Portugal Open|ATP250|Clay|1st Round|3|Carreno-Busta P.|Benneteau J.|Carreno-Busta P.|6-3 6-4   
Portugal Open|ATP250|Clay|1st Round|3|Kuznetsov An.|Falla A.|Falla A.|5-7 4-6   
Portugal Open|ATP250|Clay|1st Round|3|Ramos A.|Berlocq C.|Ramos A.|7-6 2-6 6-3  
Portugal Open|ATP250|Clay|1st Round|3|Machado R.|Hanescu V.|Hanescu V.|4-6 4-6   
Portugal Open|ATP250|Clay|1st Round|3|Lorenzi P.|Desein N.|Lorenzi P.|6-3 4-6 6-2  
Portugal Open|ATP250|Clay|1st Round|3|Andujar P.|Haase R.|Haase R.|6-4 2-6 3-6  
Portugal Open|ATP250|Clay|1st Round|3|Robredo T.|Gimeno-Traver D.|Robredo T.|2-6 7-5 6-3  
Portugal Open|ATP250|Clay|1st Round|3|Zeballos H.|Elias G.|Elias G.|3-6 4-6   
Portugal Open|ATP250|Clay|2nd Round|3|Hanescu V.|Paire B.|Hanescu V.|7-6 6-4   
Portugal Open|ATP250|Clay|2nd Round|3|Roger-Vasselin E.|Ferrer D.|Ferrer D.|4-6 6-4 3-6  
Portugal Open|ATP250|Clay|2nd Round|3|Fognini F.|Lorenzi P.|Fognini F.|7-6 5-7 6-4  
Portugal Open|ATP250|Clay|2nd Round|3|Goffin D.|Carreno-Busta P.|Carreno-Busta P.|6-1 2-6 2-6  
Portugal Open|ATP250|Clay|2nd Round|3|Elias G.|Istomin D.|Elias G.|3-6 6-1 6-4  
Portugal Open|ATP250|Clay|2nd Round|3|Ramos A.|Wawrinka S.|Wawrinka S.|6-1 3-6 4-6  
Portugal Open|ATP250|Clay|2nd Round|3|Robredo T.|Haase R.|Robredo T.|6-4 6-4   
Portugal Open|ATP250|Clay|2nd Round|3|Falla A.|Seppi A.|Seppi A.|4-6 0-6   
Portugal Open|ATP250|Clay|Quarterfinals|3|Wawrinka S.|Elias G.|Wawrinka S.|6-4 6-4   
Portugal Open|ATP250|Clay|Quarterfinals|3|Fognini F.|Carreno-Busta P.|Carreno-Busta P.|6-3 4-6 4-6  
Portugal Open|ATP250|Clay|Quarterfinals|3|Ferrer D.|Hanescu V.|Ferrer D.|6-4 7-6   
Portugal Open|ATP250|Clay|Quarterfinals|3|Robredo T.|Seppi A.|Seppi A.|4-6 3-6   
Portugal Open|ATP250|Clay|Semifinals|3|Wawrinka S.|Carreno-Busta P.|Wawrinka S.|6-3 3-6 6-1  
Portugal Open|ATP250|Clay|Semifinals|3|Seppi A.|Ferrer D.|Ferrer D.|1-6 4-6   
Portugal Open|ATP250|Clay|The Final|3|Wawrinka S.|Ferrer D.|Wawrinka S.|6-1 6-4 2-0  
